Question,Bot Response,Expected Response,Jaccard Similarity,BLEU Score,ROUGE-1,ROUGE-2,ROUGE-L,Response Time
What is the purpose of Student LIFE and how is it defined? ,"Student LIFE is the Sunway University Student Code of Conduct. It is the responsibility of the student to adhere to the following rules and regulations: 1.be aware of the policy and procedures regarding academic malpractice (including the time of semester, subject prerequisites, exemptions), 2.be punctual and attend all lectures, tutorials, practical sessions and seminars (if applicable)""
    ],
    [
        ""What is about Code of Conduct in Examinations and its elaboration?"",
        ""2. Authorised Materials No writing paper or manuscripts may be taken into the examination room, other","The aim of Student LIFE is to provide a supportive, friendly and stimulating environment outside the classroom, to aid academic success as well as individual development.",0.56,9.07E-79,0.179775277,0.037383174,0.179775277,7.974963753
"What services does the Student LIFE's Counseling and Wellness division offers, and how may students contact them?","
        ""Counselling and Wellness, provides professional and confidential counselling by experienced and trained therapists on matters relating to academic, or social and personal issues such as emotional difficulties, relationship, self-development or family problems and cultural issues. Email: counselling@sunway.edu.my.""
    ],
    [
        ""What services does the Student LIFE's Student Leadership & Engagement unit provide and how may students contact them?"",
        ""Student Leadership & Engagement, provides professional and confidential counselling by experienced and","Counselling and Wellness, provides professional and confidential counselling by experienced and trained therapists on matters relating to academic, or social and personal issues such as emotional difficulties, relationship, self-development or family problems and cultural issues. Email: counselling@sunway.edu.my.",0.738095238,0.496087786,0.735632179,0.732673263,0.735632179,7.050786568
"What services are offered by the Student LIFE's Sunway Career Services unit, and how may students get in touch with them?","
        ""Sunway Career Services, Provides comprehensive employment guide and career services to students, graduates and employers, Organises, employment related events and training involving students and employers,Provides information relating to career planning, job selection and employment advice. Email: careerservices@sunway.edu.my.""
    ],
    [
        ""What services are provided by the Student LIFE's Sunway Career Services unit, and how may students get in contact with them?"",
        ""Sunway Career","Sunway Career Services , Provides comprehensive employment guide and career services to students, graduates and employers, Organises, employment related events and training involving students and employers,Provides information relating to career planning, job selection and employment advice. Email: careerservices@sunway.edu.my.",0.761904762,0.544292019,0.746987947,0.725490191,0.746987947,7.150893581
"What services are offered by the Student LIFE's Alumni Relation division, and how may students can connect them?","
        ""Student LIFE's Alumni Relations unit offers a range of services to students who need help developing a relationship with the University. This includes: Application for admission procedures; Airport pickup; Accommodation arrangement; Student pass (application, renewal, extension);""
    ],
    [
        ""What services are provided by the Student LIFE's Student Leadership & Engagement unit and how may students contact them?"",
        ""Student Leadership & Engagement, Provides avenues for students to serve as leaders in the Student","Alumni Relation, Promotes and foster effective relationships between graduates and the College via various networking and developmental programmes, can contribute back to the institution via mentoring or speaking engagements. Email: alumni@sunway.edu.my.",0.6,9.35E-232,0.094117643,0,0.094117643,7.170790874
"What services does Student LIFE's Scholarship division offer, and how may students get in connection with them?","
        ""Student LIFE offers a range of services to students who need help developing their learning skills. These services include: Application for admission procedures; Airport pickup; Accommodation arrangement; Student pass (application, renewal, extension); Student pass (application, renewal, extension); International student pass (application, passport renewal); Student pass (application, student pass). ""
    ],
    [
        ""What services does Sunway University provide and how may students get in contact with it?"",
        ""Student LIFE offers a range","Scholarship, Provides information on scholarship and awards available at Sunway College. Email: scholarship@sunway.edu.my.",0.553191489,7.46E-232,0.059701489,0,0.029850743,7.501299197
What services are provided by the Student LIFE department's Sports unit and how can students connect with them?,"
        ""Sports, Provides information regarding sports facilities, sports clubs and tournaments. Email: sports@sunway.edu.my.""
    ],
    [
        ""What services are provided by the Student LIFE department's Student Leadership & Engagement unit and how can students connect with them?"",
        ""Student Leadership & Engagement, Provides avenues for students to serve as leaders in the Student-Staff Council. Email: leadership@sunway.edu.my.""
    ],
    [","Sports, Provides information regarding sports facilities, sports clubs and tournaments. Email: sports@sunway.edu.my.",0.666666667,0.157524721,0.399999997,0.352941173,0.399999997,7.31479299
What services are provided by the Student LIFE's Student Leadership & Engagement department and how can students connect with them?,"
        ""Student Leadership & Engagement, Provides avenues for students to serve as leaders in the Student-Staff Council. Provides avenues for students to serve as hosts to international students. Email: leadership@sunway.edu.my.""
    ],
    [
        ""What services are provided by the Student LIFE's Student Leadership & Engagement department and how can students connect with them?"",
        ""Student Leadership & Engagement, Provides avenues for students to serve as hosts to international students. Email: leadership@","Student Leadership & Engagement, Provides avenues for students to tap into their full potential via leadership opportunities, creative thinking projects and community service. Facilitates student-run councils, clubs and societies by providing administrative support and advisory role for student activities. Email: sle@sunway.edu.my.",0.75,0.116819433,0.345679007,0.199999995,0.345679007,7.215011058
What services are provided by the Student LIFE's Sunway Cultural Exchange department and how can students connect with them?,"
        ""Sunway Cultural Exchange, Organises inbound and outbound programmes for students to participate in  Provides opportunities for students to serve as hosts to international students learning English language programmes. Email: cultural@sunway.edu.my.""
    ],
    [
        ""What services are provided by the Student LIFE's Student Leadership & Engagement department and how can students connect with them?"",
        ""Student Leadership & Engagement, Provides avenues for students to serve as hosts to international students learning English language programmes","Sunway Cultural Exchange, Organises inbound and outbound programmes for students to participate in  Provides opportunities for students to serve as hosts to international visiting students Provides avenues for international students to build a community and sense of belonging in Sunway and Malaysia Email: culturalexchange@sunway.edu.my. Provide Disability Services in understanding an individuals condition to access support services.",0.711111111,0.342048053,0.505494501,0.410714281,0.483516479,8.095167628
What services does Student LIFE department's Student Welfare unit provide and how can students contact them?,"
        ""Student Welfare, Aid and advice in handling situation like bullying and harassment, victim of crime, conflict with peers, etc. Email: welfare@sunway.edu.my.""
    ],
    [
        ""What services does Student LIFE department provide and how can students contact them?"",
        ""Student Welfare, Aid and advice in handling situation like bullying and harassment, victim of crime, conflict with peers, etc. Email: welfare@sunway.edu.my.""
    ],
    [","Student Welfare, Aid and advice in handling situation like bullying and harassment, victim of crime, conflict with peers, etc. Email: welfare@sunway.edu.my.",0.794871795,0.307703283,0.745762707,0.688524586,0.745762707,7.719176778
"What services are offered by University Placement Services, and how can students get more information?","
        ""This is the centre where students can make enquiries on university placement matters. Brochures are available for your research on universities and programmes. Presentations by various visiting universities, education fairs and other useful college information will be disseminated through your programme notice boards throughout the year. You can make appointments with counsellors to seek advice on matters related to your further studies. You can make appointments with the HOD or School/Centre Manager to seek advice on matters related to your further studies. You can also make appointments with the Registrar of your choice to seek advice on matters related to your further studies.","University Placement Service is the centre where students can make enquiries on university placement matters. Brochures are available for your research on universities and programmes. Presentations by various visiting universities, education fairs and other useful college information will be disseminated through your programme notice boards throughout the year. You can make appointments with counsellors to seek advice on matters related to your further studies pathway and application to universities of your choice. Contact +603 7491 8622 or email to placement@sunway.edu.my for more information. ",0.596153846,0.590407916,0.837209297,0.772151894,0.806201545,7.18356779
What services and whereabouts are offered by the Centre for English Language Studies?,"
        ""The Centre for English Language Studies offers programmes to students who need help developing English language skills.English language test: You may be requested to sit for a language proficiency test at the beginning of your programme. Upon receiving your test results, you may be required to indicate your English language proficiency by filling in the Student Appeals Form. Upon receiving your test results, you may be required to disclose your test results to the Registry and submit a formal request for the change in test results.English language test: You may be required to sit for a language proficiency test at the beginning of your programme. Upon receiving your test results, you may be required","The Centre for English Language Studies offers programmes to students who need help developing English language skills.English language test: You may be requested to sit for a language proficiency test at the beginning of your programme. Upon receiving your test results, you may be required to undertake an English language programme before commencing your study in the programme enrolled earlier. This depends on your score in the test. Further enquiries can be directed to staff at the Centre for English Language Studies, Level 3, North Building.",0.833333333,0.418725901,0.660550454,0.586666662,0.660550454,8.102365692
"What is the PTPTN Education Loan Scheme's purpose, who is eligible to apply for the loan, and who to conatact with?","
        ""4.7 FORMAL CREED CREED CREED The PTPTN Education Loan Scheme was created for the purpose of providing educational loans to students studying at Sunway University. The PTPTN Education Loan Scheme was created for the purpose of providing educational loans to students studying at Sunway University. The PTPTN Education Loan Scheme was reviewed and approved by the Student Council of Sunway University. The PTPTN Education Loan Scheme was also reviewed and approved by the Student Council of Sunway University. The PTPTN Career Services Loan Scheme was also reviewed","(PTPTN) The PTPTN Education Loan Scheme was created for the purpose of providing educational loans to students studying at local Higher Education Institutions. Malaysian student who registered as a full- time student in a programme approved by the Ministry of Higher Education and registered with PTPTN may apply for the loan. For further information, kindly refer to or contact us at financialaid- gclu@sunway.edu.my. https://www.sunway.edu.my/scholarships/financial-aid/ptptn All queries should be directed to Puan Norlela Norlela Abdul Rahman at norlelaar@sunway.edu.my for more information.",0.634615385,0.23133635,0.419999996,0.311475405,0.399999996,6.574516043
Which campus facilities are available to Sunway University's enrolled full-time students?,"
        ""Sunway University endeavours to promote equal opportunity for all students and provide an environment free of unfair discrimination on grounds of gender, ethnicity, nationality, disability, marital status, occupation, sexual orientation, religion or belief, age or any other irrelevant distinction. As a registered full-time student of Sunway University, you are eligible to gain access to the campus facilities. The campus facilities include the IT services, the library, sports facilities and other common areas in the Student Centre. You may access the campus facilities at https://izone.sunway.edu.my/ ""
    ]","Sunway University endeavours to promote equal opportunity for all students and provide an environment free of unfair discrimination on grounds of gender, ethnicity, nationality, disability, marital status, occupation, sexual orientation, religion or belief, age or any other irrelevant distinction. As a registered full-time student of Sunway University, you are eligible to gain access to the campus facilities. The campus facilities include the IT services, the library, sports facilities and other common areas in the Student Centre.",0.825,0.869797983,0.925373129,0.918238989,0.925373129,7.884209436
"What services are offered by the chosen facilities, and what additional fees are charged for their use?","
        ""3.4 UNIVERSITY FEES AND CHARGES Fees due must be paid at the beginning of each semester. The Management reserves the right to exclude a student from attending classes and using campus facilities until the fees due are paid up. Any assessment or examination result(s), and academic transcripts shall be published in the Student Appeals Policy. 4.1 UNIVERSITY FEES AND CHARGES Fees due must be paid at the beginning of each semester. The Management reserves the right to exclude a student from attending classes and using campus facilities until the fees due are paid up. Any assessment or examination result(s), and","Selected facilities may be assigned to you in accordance to the programme and/or subject you enrolled. Such facilities include science laboratories, language laboratory, specialised computer laboratories, campus accommodation, etc. Additional fees are applicable for the use of these facilities and the fees can be paid as part of the programme fees or as a separate charge.",0.48,3.81E-155,0.282608691,0.035714281,0.195652169,7.089913269
What amenities and services does the Tun Hussein Onn Sunway Library offer and what is it website?,"
        ""The Tun Hussein Onn Sunway Library constitutes 3 floors, with a total floor area of 72,000 sq ft and provides 1,300 seats. The Library offers a range of teaching and learning facilities, including individual and group study, Silent Zone, Group Project Pods, Training Rooms, computer areas, Viewing Zone, Collaborative Zones, Instructional Lab and an extended hour study area which is open after the Library closes. The resource-rich campus environment makes it suitable for all students to study at the University. The resource-rich campus is located within the Sunway metropolitan area and can","The Tun Hussein Onn Sunway Library constitutes 3 floors, with a total floor area of 72,000 sq ft and provides 1,300 seats. The Library offers a range of teaching and learning facilities, including individual and group study, Silent Zone, Group Project Pods, Training Rooms, computer areas, Viewing Zone, Collaborative Zones, Instructional Lab and an extended hour study area which is open after the Library closes. The resource-rich library is equipped with print, audio-visual and e-resource collections. Users can access e-resources within the campus and remotely from anywhere in the world through their computers or mobile devices. The librarys website (https://sclibrary.sunway.edu.my) provides links to information about the librarys collection, facilities and services.",0.886792453,0.600792835,0.731707312,0.653465342,0.71951219,7.635296757
"What are IT Learning Labs, and what are the Sunway campus's IT Learning Lab operating hours?","
        ""Sunway campus has two main IT Learning Labs operating hours. The campus IT Learning Labs provides comprehensive IT Learning Lab services to students, help them achieve their full potential and become a global IT professional. The campus IT Learning Labs is open Monday to Friday from 8.30am to 5.30pm, and Saturday from 9.00am to 1.00pm. The campus cafeteria is located within the campus campus campus buildings, and is open Monday to Friday. Address : Sunway campus, No 3 Jalan PJS 11/15, Bandar Sunway, 47500 Selangor Darul","Sunway campus has two main IT Learning Labs to support teaching and learning. Each has multiple labs of PCs and Macs with a comprehensive range of software. Labs are accessible during: Lab Location Operational Hours  8:00am - 7:00pm, Monday to Friday  8:30am - 1:00pm, Saturday  Closed on Sunday and Public Holiday Level 1, South West of Sunway College Building IT Learning Labs 8.00am to 5.30pm, Monday to Friday  Closed on Saturday, Sunday and Public West Wing of Sunway University Building IT Learning Labs Holiday",0.709090909,0.126357293,0.338983046,0.146666662,0.305084741,7.055416146
"What services does ITS offer, and how to contact them?","
        ""Information Technology Services (ITS) operates helpdesks to assist students in making effective use of the IT resources. To get support for any computer-related matters, head over to any of the helpdesk located at the IT Learning Labs, or choose any of the following options: Email: helpdesk@sunway.edu.my  Telephone: +603 7491 8622""
    ],
    [
        ""How do registered students at Sunway University receive support and advice from the Programme Leader/Coordinator?"",
        ""Information","Information Technology Services (ITS) operates helpdesks to assist students in making effective use of the IT resources. To get support for any computer-related matters, head over to any of the helpdesk located at the IT Learning Labs, or choose any of the following options: Email: helpdesk@sunway.edu.my  Telephone: +603 7491 8622",0.818181818,0.699144762,0.828282823,0.803571424,0.828282823,8.211437226
"What are the accessible campus computing facilities, how do registered students access them?","
        ""All registered students are given their own Student ID & single login password that enables them to access the Internet-enabled computing facilities at Sunway University. This includes Internet access, WIFI access, and systems like eLearn and iZone portal. Student accounts also give access to facilities like scanning, photocopying and printing. WIFI internet access is available in all common and public areas of the campus.""
    ],
    [
        ""What are the web applications available to students at Sunway University?"",
        ""3.","All registered students are given their own Student ID & single login password that enables them to access the campus computing facilities. This includes Internet access, WIFI access, and systems like eLearn and iZone portal. Student accounts also give access to facilities like scanning, photocopying and printing. WIFI internet access is available in all common and public areas of the campus.",0.813953488,0.695337169,0.870370365,0.823529407,0.870370365,7.160748905
"What web applications are available to students for online learning, and what functions can be carried out with these apps?","
        ""The Student LIFE department has several web applications available to students. These applications enable students to manage their studies, access eLearn and iZone, and to obtain advice on university matters. The Student LIFE department also has a mobile application available that can be accessed from outside the campus via their website. The Student LIFE department website offers guidelines on campus services and resources available to students. The Student LIFE department website is available in English and in Spanish. The Student Leadership & Engagement unit provides avenues for students to serve as leaders in the Student-Staff Council. The Student Leadership & Engagement unit provides avenues","The VINE, iZone and eLearn are web applications specially designed for all students to facilitate their online learning experience. The VINE is an intranet that allows you to read latest announcements and happenings in the College. the VINE at You must use a computer within https://vine.sunway.edu.my. the campus network to access iZone is a student portal system that can be accessed from outside the campus via https://izone.sunway.edu.my. Depending on the programme enrolled, you may use iZone for all (or selected) functions listed below: Download handbooks and official forms  Enrol subject(s) in a semester  View your enrolment history, progress report or semester results and statements",0.625,0.107584563,0.321678317,0.117021272,0.307692303,7.72681674
"What does Sunway University's eLearn program do, and how does it encourage collaboration among students and professors?","
        ""eLearn is a cooperative learning management system that fosters student learning and development validation. Each semester, students contribute and participate in decision making through the Student Council. Each semester, an evaluation questionnaire is issued. Each intake is entitled to nominate a student to act as representative on the Student-Staff Committee. The Committee meets once every long semester and encourages dialogue between students and staff in areas of administration, learning and teaching. Students are entitled to raise matters of concern or complaint with the lecturer, project supervisors or Programme Coordinator. Where possible, the Committee will seek advice from the lecturer, project supervisors or",eLearn is the campus learning management system that enable collaboration between lecturers and students in their learning process. It facilitates the teaching and learning virtually via the Internet. All students are issued with an iMail email account. This is the official method by which Sunway will communicate with students on a range of administrative and academic matters.,0.65,0.035167538,0.338983046,0.040268452,0.271186436,6.79713943
What is the importance of using an iMail email account for communucation with Sunway University?,"
        ""When corresponding with Sunway via email, students must use their iMail email account. Using the iMail email account helps to ensure students identity and validity of the communication.""
    ],
    [
        ""What is about using an iMail email account for communication with Sunway University?"",
        ""When corresponding with Sunway via email, students must use their iMail email account. Using the iMail email account helps to ensure students identity and validity of the communication.""
    ]","When corresponding with Sunway via email, students must use their iMail email account. Using the iMail email account helps to ensure students identity and validity of the communication.",0.818181818,0.347199119,0.77192982,0.738461534,0.77192982,7.71786552
"What is Bring Your Own Device (BYOD) Policy, and how does it affect how students use electronic devices for classes, academic activities, and online exams?","
        ""The Bring Your Own Device (BYOD) Policy refers to students being required to bring and use an appropriate digital device to connect, access, use or participate in the learning platforms and software to support and enrich their studies. It allows students to access a broad range of course related applications and access vLab and iZone vLab documentation. Students are also required to bring and use an appropriate digital device to access eLearn and iZone vLab documentation. It is the students responsibility to ensure that their devices are charged appropriately and access vLab and","The Bring Your Own Device (BYOD) Policy refers to students being required to bring and use an appropriate digital device to connect, access, use or participate in the learning platforms and software to support and enrich their studies. It allows students to access a broad range of course related applications and access vLab at https://vlab.sunway.edu.my using their personal devices in the classroom or anywhere in the campus. Effective 1 Jan 2024, all students required to bring their own device (BYOD) when they come on-campus for classes, academic sessions and online examinations, or as required by their academic leaders.",0.714285714,0.552211129,0.666666662,0.593023251,0.666666662,7.304471418
"What are the many laboratories that campus offers, where are they located, and what particular objectives do they serve?","
        ""There are several main laboratories available within the campus. These laboratories are: Science Labs: they are used mainly by the Pre-University programmes for science related subjects such as flooded areas, laboratory accommodation and laboratory services; located at Level LG (Lower Ground), South Building and Level LG (Lower Ground), North Building. Multimedia Production Lab: this lab houses a sound recording studio for the production of media contents; located at Level LG (Lower Ground), South Building. English Language Lab: the lab is used for teaching English Language programmes. The lab is located at Level 2, South Building.","There are several other laboratories available within the campus which are mainly used for teaching purposes. These laboratories are: Science Labs: they are used mainly by the Pre-University programmes for science related subjects such as Biology, Chemistry and Physics; located at Level LG (Lower Ground), South Building and Level LG (Lower Ground), North Building. Multimedia Production Lab: this lab houses a sound recording studio for the production of media contents; located at Level LG (Lower Ground), South Building. English Language Lab: the lab is used for teaching English Language programmes. The lab is located at Level 2, South Building.",0.931818182,0.813972695,0.883333328,0.837499995,0.883333328,7.687598482
What safety precautions and rules are expected of students when they work in the laboratories?,"
        ""Lab safety: If you are studying in a programme which requires sessions in the laboratories, your safety and that of your fellow students and staff is of primary concern. Your academic department will provide specific rules and regulations of the laboratories including the safe handling of materials. You are strongly advised to take utmost care while handling specialised equipment and inflammable or poisonous materials. Take no risks. Refer to a member of staff.""
    ],
    [
        ""What is about Code of Conduct in Examinations and its elaboration?""","Lab safety: If you are studying in a programme which requires sessions in the laboratories, your safety and that of your fellow students and staff is of primary concern. Your academic department will provide specific rules and regulations of the laboratories including the safe handling of materials. You are strongly advised to take utmost care while handling specialised equipment and inflammable or poisonous materials. Take no risks. Refer to a member of staff.",0.780487805,0.822450766,0.901639339,0.898734172,0.901639339,7.070764374
What are the responsibilities and obligations of the staff and students with regard to health and safety on campus?,"
        ""staff and students with regard to health and safety on campus; What are the responsibilities and expectations and of the students with regard to safety on campus; "",
       ""staff and students with regard to safety on campus; whats are the expectations and of the students with regard to safety on campus; "",
       "" 1.4 STUDENT RESPONSIBILITIES As a student of Sunway University, it is your responsibility to: Apply yourself fully to your studies.  Be familiar with the rules and regulations governing the programme in which you are enrolled.","staff and students of the College are expected to comply with the health and safety arrangements within the campus. It is the duty of all staff and students whilst within the College, be familiar with the emergency instructions, telephone locations, emergency exits, assembly points, fire alarm call points, fire extinguishers and first aid boxes in study or work areas: 1. Take reasonable care to maintain the health and safety of themselves and others who may be affected by the way in which they carry out their work; 2. Cooperate with all staff and students to enable them to carry out health and safety duties; 3. Report to supervisory staff any situation, working practice or procedures which may be dangerous or hazardous.",0.62,1.44E-78,0.227642272,0.083333329,0.195121946,7.780414724
What are the duties and requirements for staff and students in terms of health and safety on campus?,"
        ""staff and students of the College are expected to comply with the health and safety arrangements within the campusIt is the duty of all staff and students whilst within the College, be familiar with the emergency instructions, telephone locations, emergency exits, assembly points, fire alarm call points, fire extinguishers and first aid boxes in study or work areas: 1. Take reasonable care to maintain the health and safety of themselves and others who may be affected by the way in which they carry out health and safety duties. 2. Take reasonable care to maintain the integrity of their academic work and any associated materials including but not limited to","4. Report incidents to supervisory staff; 5. Handle all equipment or materials with care; 6. Comply to health and safety instructions; 7. Follow the health and safety instructions given by the Health and Safety department. 33 8.5.1 FIRE EMERGENCY In a fire emergency, please do the following: 1. DO NOT panic; walk rapidly to the nearest exit 2. Close all doors and windows if you are in a room 3. Raise the alarm immediately by breaking nearest fire alarm break glass 4. Dial 8112 or +037491 8777 and give details of your location to the Security Officer 5. Leave the building and assemble at the nearest assembly point Important Fire Precaution Notice: DO NOT stop to collect your belongings or use the lift.  DO NOT re-enter the building until it is declared safe to enter.",0.542372881,0.038951355,0.226190471,0.044843044,0.214285709,6.942316122
"What steps should be taken and is there a particular procedure to follow in the event of an accident, incident, or lightning warning within the campus?","
        ""All accidents involving injury of staff, students and visitors within the campus must be reported to the Health and Safety department or the Security department as soon as possible. For accidents that involve serious injury (e.g. major fracture, head injuries, etc.) the victim shall be taken to Sunway University Medical Centre where the accident/illness/diagnosis can be made available to the public. For accidents that involve serious injury (e.g. nonexistent head injuries), the victim shall be taken to Sunway University Student Centre where the accident/illness/","All accidents involving injury of staff, students and visitors within the campus must be reported to the Health and Safety department or the Security department as soon as possible. For accidents that involve serious injury (e.g. major fracture, head injuries, etc.) the victim shall be taken to Sunway Medical Centre. For your safety and well-being please take note of the strobe lights and warning alarm when using the field. Should the alarm ring and the strobe lights flash when you are on the field, you are required to cease all outdoor activities, evacuate the field and move indoors. You may resume your outdoor activities once the strobe lights stop flashing and any danger of lightning has passed.",0.80952381,0.3854113,0.607407403,0.541436459,0.607407403,7.272048555
What steps does Sunway University have to assist students and staff with disabilities or long-term medical issues and gain access to the appropriate facilities and services?,"
        ""As for long-term medical conditions, we are aware of the protocols and terms and conditions applicable applicable for all students and staff with disabilities. However, enquiries regarding long-term medical conditions can be made at the Health and Safety Office. The Health and Safety Office is located within the Student Centre at Level G (Ground), North Building. The South Building is located within the Student Centre at Level 2, South Building. The Assembly Points of Sunway University are stated as below. Emergency Contact Contact No. Health and Safety Office Address : South Building","Sunway strives towards promoting access and equity for all students and staff, which also caters for those who are physically disabled or with long-term medical conditions. Some facilities in the campus building are friendly to all students and staff, such as access ramps, lifts, toilets for the disabled, etc. There are also designated parking lots on campus that can be reserved on a request basis. However, enquiries regarding disability support services can be made at the Health and Safety Office. The Assembly Points of Sunway Campus are stated as below. Emergency Contact Contact No. Health and Safety Office 03-7491 8678 (ext 8520) Nightingale Bay (nurse) 03-7491 8670 (ext 8522)",0.696428571,0.252911365,0.455882348,0.319999995,0.455882348,6.4330152
"What are the contact information and location of Sunway University's Health and Safety Office and Nightingale Bay, and how may students and employees call the campus security service in the event of an emergency?","
        ""The Health & Safety office is located at South West building, Ground Floor 8.6 CAMPUS SECURITY SERVICE The campus security service operates a total of seven locations across the campus including the Security Office, Training Room, Viewing Zone, Ground, and Outreach Office. The service operates a total of seven locations in Malaysia and operates a total of 35 CAMPUS SECURITY SERVICE The campus security service operates a total of seven locations in Malaysia and operates a total of 35 CAMPUS","The Health & Safety office is located at South West building, Ground Floor 8.6 CAMPUS SECURITY SERVICE The campus security service operates around the clock 24 hours a day, seven days a week. In the event of an emergency, contact the following emergency numbers:  External phone or mobile: +603 7491 8777 Internal phone: dial 8112 Personal security: The College encourages a cooperative approach by students, staff and the campus security officers by working together to create a safe campus environment. Recognise and avoid situations of potential risk: You are strongly advised to take charge of your personal security within the campus and as well as outside campus, in order to reduce the opportunities for crime.",0.745762712,0.192662751,0.40875912,0.269938646,0.40875912,6.352693185
"How to ask about sports clubs and facilities, what indoor and outdoor game facilities are available on campus, and who to contact for further information?","
        ""8.7 SPORTS FACILITIES The College recognises the importance for staff and students to maintain a balance in their work and studies with leisure. You may contact staff at the Student LIFE Centre regarding sport clubs and facilities available. Indoor and outdoor game facilities available on campus includes: FIFA 1 Star Synthetic Football Field  SunGym  Basketball/Volleyball Courts  Tennis Court Netball/Dance Floor  Tennis Court Netball/Dance Table  Basketball/Volleyball Courts Holiday Inn  MRTI Train Station  Student Residences","8.7 SPORTS FACILITIES The College recognises the importance for staff and students to maintain a balance in their work and studies with leisure. You may contact staff at the Student LIFE Centre regarding sport clubs and facilities available. Indoor and outdoor game facilities available on-campus includes: FIFA 1 Star Synthetic Football Field  SunGym  Basketball/Volleyball Courts  Tennis Court Netball/Dodgeball/Handball Court  Badminton Courts  Olympic-sized Swimming Pool 36 Table Tennis Tables  Power Studio  Jogging Track For information on sports tournaments and facilities, please come to the Student LIFE Centre or email sports@sunway.edu.my.",0.824561404,0.598966071,0.744525543,0.679487175,0.729927002,6.942274933
What exactly is the definition of on-campus accommodation?,"
        ""The Sunway House Student Residences Management manages the on-campus accommodation. Priority is given to full-time outstation and international students, and places are allocated on-campus accommodation which are suitable for all students undertaking the Sunway University studies. Priority is given to international students, and places are allocated on-campus accommodation which are suitable for all international students. The University operates a strict Code of Conduct (Appendix C) in relation to the behaviour of staff and students on-campus accommodation. ""
    ],
    [
        ""What is about bookshop and its elaboration?""","The Sunway House Student Residences Management manages the on-campus accommodation. Priority is given to full-time outstation and international students, and places are allocated on a first- come-first-serve basis. All rooms in the residence are equipped with a set of basic furniture such as bed, study table and chair, book shelf and wardrobe. Each residence unit has a dining table and chairs, sofas, shower heaters, pantry and refrigerator. Cooking is not allowed in the residence unit. Meals can be taken at the residence cafe, the campus cafeteria or nearby stalls/restaurants which are located within a short walking distance from the campus.",0.723404255,0.233911078,0.406249995,0.273291921,0.406249995,7.845225894
"What are the facilities offered by on-campus accommodation, and what does it include?","
        ""BSE is a comprehensive range of on-campus accommodation suitable for all students undertaking the Sunway University programmes. It features 24- hour emergency services, sports facilities and amenities, study rooms, prayer rooms, specialised computer areas, physical access to the campus computing facilities and a library of their own. Further information can be found in the Student Charter at https://izone.sunway.edu.my/scholarships.""
    ],
    [
        ""What is about bookshop and its elaboration?""","Facilities provided within the on-campus accommodation include cafe, convenience store, internet access, laundry services, sports amenities, study rooms, prayer rooms (surau), etc. For further information on Sunway House Student Residences, you may visit their website at residence.sunwayhouse.com.my or email your enquiries to enquiry_residence@sunway.edu.my.",0.509803922,0.053437336,0.293577977,0.086206892,0.293577977,7.381028096
What is about bookshop and its details?,"
        ""3) bookshop is a web-based learning management system at Sunway University. It is an integral part of the programme that students take part in. You may access the shop at http://bookshop.sunway.edu.my/ ""
    ],
    [
        ""What is about PUBLIC TRANSPORTATION and its elaboration?"",
        ""4) Public TRANSPORTATION The College recognises the importance for staff and students to maintain a balance in their work and studies with leisure. You may contact staff at the Student LIFE Centre regarding sport","The bookshop is located at Level G (Ground) next to the cafeteria and is open Monday to Friday from 8.30am to 5.30pm, and Saturday from 9.00am to 1.00pm. Besides selling text books and magazines, the bookshop offers a range of snacks, stationeries and gift items. ",0.5,3.26E-155,0.176470583,0.015873011,0.15686274,8.185133938
What is about public transport and its details?,"
        ""Taxis or E-Hailing Rides: Taxis or e-hailing rides can be booked easily though various hailing ride apps. You can also easily get a taxi near the University entrance and at the taxi stop outside the Sun-U Residence (on-campus accommodation). Trains: The nearest station is the Subang Train Station located approximately 6km from the College campus. The station is serviced by trains provided by Sunway. Holiday Inn: The nearest Holiday Inn can be found in the Sunway Resort City located approximately 6km from the College campus. The inn is located within the Sunway campus accommodation. Bowling/Caf","The College campus is located within the Sunway metropolitan area and can be accessed via several public transport systems. Elevated Bus Rapid Transit: The current 5.4km BRT connects seven stations including Sunway- Setia Jaya, Mentari, Sun-Med, SunU-Monash, South Quay and USJ7, offer fast, cost effective and integrated transport solution, in areas which are densely populated and in need of a reliable public transportation system. Sunway Shuttle Bus: Travelling within the Sunway Resort City is a breeze as there is also the option of hopping on to the free of charge shuttle buses provided by Sunway. This service is popular among other nearby institutions students too.",0.647058824,0.079627979,0.241610733,0.107526877,0.214765096,7.680997585
